"","line","section_name","section_artist","song_name","artist_name","song_id"
"1631","I was out with the boys, catchin' up in a neon light","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1632","Didn't know 'til we walked in it was karaoke night","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1633","She was in a circle of girls, chasin' a shot with a lime","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1634","She was laughin', they were darin' her to get on the mic","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1635","One of 'em walked up and turned in her name","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1636","Next thing I knew, man, she was up on the stage, singin'","Verse 1","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1637","""Heads Carolina, tails California""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1638","Maybe she'd fall for a boy from South Georgia","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1639","She's got the bar in the palm of her hand","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1640","And she's a '90s country fan like I am","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1641","Hey, I got a Chevy, she can flip a quarter","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1642","I'd drive hеr anywhere from herе to California","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1643","When this song is over, I gotta find her","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1644","'Cause she had me at ""Heads Carolina""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1645","Yeah, she knew every word by heart, didn't need no screen, no","Verse 2","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1646","I was raisin' my glass up for her, I saw her smilin' at me, yeah","Verse 2","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1647","She had me down in the front by the end of verse two","Verse 2","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1648","Like there wasn't no one else in the room, we were singin'","Verse 2","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1649","""Heads Carolina, tails California""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1650","Maybe she'd fall for a boy from South Georgia","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1651","She's got the bar in the palm of her hand","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1652","And she's a '90s country fan like I am","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1653","Hey, I got a Chevy, she can flip a quarter","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1654","I'd drive her anywhere from here to California","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1655","When this song is over, I gotta find her","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1656","'Cause she had me at ""Heads Carolina""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1657","Yeah, I bought her a round and we talked 'til the lights came on","Bridge","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1658","I still see that girl every time I hear that song","Bridge","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1659","""Heads Carolina, tails California""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1660","Maybe she'd fall for a boy from South Georgia","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1661","She's got the bar in the palm of her hand","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1662","And she's a '90s country fan like I am","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1663","Hey, I got a Chevy, she can flip a quarter","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1664","I'd drive her anywhere from here to California","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1665","When this song is over, I gotta find her","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1666","'Cause she had me at ""Heads Carolina""","Chorus","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1667","(Heads Carolina, tails California)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1668","Yeah, she had me at ""Heads Carolina"" (Somewhere greener, somewhere warmer)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1669","(Heads Carolina, tails California)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1670","Yeah (Somewhere greener, somewhere warmer)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1671","(Heads Carolina)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1672","(Somewhere together, I've got a quarter)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1673","(Heads Carolina, tails California)","Outro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
"1674","Rain","Intro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1675","He wanted it comfortable, I wanted that pain","Intro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1676","He wanted a bride, I was making my own name","Intro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1677","Chasing that fame, he stayed the same","Intro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1678","All of me changed like midnight","Intro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1679","My town was a wasteland","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1680","Full of cages, full of fences","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1681","Pageant queens and big pretenders","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1682","But for some, it was paradise","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1683","My boy was a montage","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1684","A slow-motion, love potion","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1685","Jumping off things in the ocean","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1686","I broke his heart 'cause he was nice","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1687","He was sunshine, I was midnight rain","Verse 1","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1688","He wanted it comfortable, I wanted that pain","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1689","He wanted a bride, I was making my own name","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1690","Chasing that fame, he stayed the same","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1691","All of me changed like midnight","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1692","It came like a postcard","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1693","Picture perfect shiny family","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1694","Holiday peppermint candy","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1695","But for him, it's every day","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1696","So I peered through a window","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1697","A deep portal, time travel","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1698","All the love we unravel","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1699","And the life I gave away","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1700","'Cause he was sunshine, I was midnight rain","Verse 2","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1701","He wanted it comfortable, I wanted that pain","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1702","He wanted a bride, I was making my own name","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1703","Chasing that fame, he stayed the same","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1704","All of me changed like midnight rain","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1705","He wanted it comfortable, I wanted that pain","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1706","He wanted a bride, I was making my own name","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1707","Chasing that fame, he stayed the same","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1708","All of me changed like midnight","Chorus","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1709","I guess sometimes we all get","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1710","Just what we wanted, just what we wanted","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1711","And he never thinks of me","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1712","Except for when I'm on TV","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1713","I guess sometimes we all get","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1714","Some kind of haunted, some kind of haunted","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1715","And I never think of him","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1716","Except on midnights like this","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1717","(Midnights like this, midnights like this)","Outro","Taylor Swift","Midnight Rain","Taylor Swift","8485905"
"1718","Yeah, ayy","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1719","Hop in that bitch and I start the V","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1720","Snakes in the grass so they harder to see","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1721","My brother would give up his life to the O","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1722","He told me he gon' be a martyr for me","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1723","Said that she ready to come to the 6ix","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1724","I hit up Pauleen, the charter, the P","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1725","Ain't really lead but I'm back in (Back in), I'm back in (Back in), I'm back in (Back in)","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1726","I'm ridin' around in Atlanta with Sav","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1727","'Cause that nigga been goin' harder than me","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1728","Nothin' had changed, I'm just harder to please","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1729","Ferrari is makin' an SUV","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1730","We ain't got a choice, we orderin' these","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1731","Shout out Noel for recordin' the V's","Verse 1","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1732","He know where this shit 'bout to go, 'cause nobody touchin' the flow","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1733","They say you alone at the top, but it's gotta be lonely below","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1734","You boys gettin' ready to diss, but don't even mention the O","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1735","And don't even mention a foe unless you boys tryna go broke","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1736","Woah, I got more stripes than Adidas","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1737","(Yeah, I got the stripes, but fuck Adidas, nigga)","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1738","I don't chase bitches, I leave 'em","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1739","(Hoes screamin' like I'm Justin Bieber, nigga)","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1740","I don't get mad, I get even","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1741","(Hit you niggas like a buzzer beater, nigga)","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1742","I don't get mad, I get even","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1743","(Hit you niggas then you gone)","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1744","Woah, all that foundation she wearing, she think she QC","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1745","Tellin' all my sneaky links you with me","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1746","You must be Coach K 'cause you ain't P","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1747","I'm on a Jet like my last name Li","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1748","Two sticks in my hand like I'm playin' the Wii","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1749","G Block Babies will spank you for free","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1750","We rough niggas up, now they beggin' for peace (G Block Babies)","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1751","Steppin' on shit, I done fractured my toe","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1752","Born in October, I'm so OVO","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1753","Halloween come and he want to dress up but he don't need no costume, I'm turnin' him ghost","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1754","She called me mucus, I stay in her throat","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1755","Stick hit that boy, got his ass hittin' notes","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1756","My niggas wear masks so—","Verse 2","21 Savage & Drake","Broke Boys","Drake & 21 Savage","8524055"
"1757","You know where this shit 'bout to go, 'cause nobody touchin' the flow","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1758","They say you alone at the top, but it's gotta be lonely below","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1759","You boys gettin' ready to diss, but don't even mention the O","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1760","And don't even mention a foe unless you boys tryna go broke","Chorus","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1761","Ah damn, man, you niggas is the worst","Verse","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1762","Savage snatch you out ya crib, then drop you in a hearse","Verse","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1763","Baby, please, when we nervous, stop reachin' in your purse","Verse","Drake","Broke Boys","Drake & 21 Savage","8524055"
"1764","Nigga went and bought a house when he coulda bought a verse","Verse","Drake","Broke Boys","Drake & 21 Savage","8524055"
